corpus-id	filename	xmlid	author-name	title	author-birth	author-death	author-gender	author-ids	reference-year	first-edition	digital-edition	print-edition	provenance	title-ids	language	numwords	subgenre	narrative-perspective	size-category	reprint-count	time-slot
ELTeC-fra-ext2	FRA20010_Sacy_Amours	FRA20010	NA	Les Amours de Mirtil: MiMoText edition	NA	NA	M	viaf:7431477;wikidata:Q1096895	1761	1761	NA	1761	NA	bgrf:61.19	fra	12647	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20002_Popeliniere_Daira	FRA20002	NA	Daïra. Histoire orientale: MiMoText edition	NA	NA	M	viaf:64023544;wikidata:Q2720200	1761	1761	NA	1761	NA	bgrf:60.21 wikidata:Q28530619	fra	61040	NA	NA	medium	unspecified	T0
ELTeC-fra-ext2	FRA20058_Rousseau_Julie	FRA20058	Jean-Jaques Rousseau	Julie, ou La nouvelle Héloïse: MiMoText edition	1712	1778	M	viaf:100184045;wikidata:Q6527	1761	1761	NA	1774	NA	bgrf:61.18	fra	306149	NA	NA	long	unspecified	T0
ELTeC-fra-ext2	FRA20086_Puget_Periphas	FRA20086	NA	Les aventures de Periphas, descendant de Cécrops: MiMoText edition	NA	NA	M	viaf:14780050;wikidata:	1761	1761	NA	1761	NA	bgrf:61.17	fra	59702	NA	NA	medium	unspecified	T0
ELTeC-fra-ext2	FRA20030_Chevrier_Colporteur	FRA20030	NA	Le Colporteur : histoire morale et critique: MiMoText edition	NA	NA	M	viaf:17232686;wikidata:Q3083281	1761	1761	NA	1761	NA	bgrf:62.11	fra	43857	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20057_Rousseau_Emile	FRA20057	NA	Émile ou de l'éducation: MiMoText edition	NA	NA	M	viaf:100184045;wikidata:Q6527	1762	1762	NA	1780-1789	NA	bgrf:62.33 wikidata:Q913599	fra	259051	NA	NA	long	unspecified	T0
ELTeC-fra-ext2	FRA20048_Cazotte_Ollivier	FRA20048	NA	Ollivier: MiMoText edition	NA	NA	M	viaf:8698;wikidata:Q425373	1763	1763	NA	1817	NA	bgrf:63.19	fra	58982	NA	NA	medium	unspecified	T0
ELTeC-fra-ext2	FRA20075_Riccoboni_MissJenny	FRA20075	NA	Histoire de Miss Jenny, écrite et envoyée par elle à Miladi, comtesse de Roscomond: MiMoText edition	NA	NA	F	viaf:41845684;wikidata:Q3087936	1764	1764	NA	1818	NA	bgrf:64.39	fra	94338	NA	NA	medium	unspecified	T0
ELTeC-fra-ext2	FRA20037_Arnaud_Fanny	FRA20037	NA	Fanny, histoire anglaise: MiMoText edition	NA	NA	M	viaf:95165197;wikidata:Q548610	1764	1764	NA	1773	NA	bgrf:64.14	fra	17766	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20090_Nerciat_Aphrodites	FRA20090	NA	Les Aphrodites: MiMoText edition	NA	NA	M	viaf:66471678;wikidata:Q718081	1764	1764	NA	1793	NA	bgrf:93.16 wikidata:Q3230640	fra	101746	NA	NA	long	unspecified	T0
ELTeC-fra-ext2	FRA20098_Tiphaigne_Galligenes	FRA20098	NA	Histoire des Galligènes: MiMoText edition	NA	NA	M	viaf:2477613;wikidata:Q2958070	1765	1765	NA	1765	NA	bgrf:65.50	fra	36394	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20040_Dulaurens_Imirce	FRA20040	Henri-Joseph Dulaurens	Imirce ou la Fille de nature: MiMoText edition	1719	1793	M	viaf:52123823;wikidata:Q345858	1765	1765	2010	1922	NA	bgrf:65.21	fra	67505	NA	NA	medium	unspecified	T0
ELTeC-fra-ext2	FRA20041_Dulaurens_Compere	FRA20041	Henri-Joseph Dulaurens	Le Compère Mathieu ou les Bigarrures de l'esprit humain: MiMoText edition	1719	1793	M	viaf:52123823;wikidata:Q345858	1766	1766	NA	1831	NA	bgrf:66.21	fra	145307	NA	NA	long	unspecified	T0
ELTeC-fra-ext2	FRA20038_Benoist_Elisabeth	FRA20038	NA	Elisabeth: Roman Par Madame ***: MiMoText edition	NA	NA	F	viaf:61578188;wikidata:Q3086371	1766	1766	NA	1766	NA	bgrf:66.11	fra	77779	NA	NA	medium	unspecified	T0
ELTeC-fra-ext2	FRA20074_Riccoboni_LettresAdelaide	FRA20074	NA	Lettres d'Adelaïde de Dammartin, comtesse de Sancerre, à M. le Comte de Nancé, son ami: MiMoText     edition	NA	NA	F	viaf:41845684;wikidata:﻿Q3087936	1767	1767	NA	1818	NA	bgrf:67.44	fra	49218	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20055_Marmontel_Belisaire	FRA20055	NA	Bélisaire: MiMoText edition	NA	NA	M	viaf:97393886;wikidata:Q379923	1767	1767	NA	1767	NA	bgrf:67.39 wikidata:Q5005038	fra	43694	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20035_Arnaud_Clary	FRA20035	NA	Clary ou le retour à la vertu récompensé: MiMoText edition	NA	NA	M	viaf:95165197;wikidata:Q548610	1767	1767	NA	1773	NA	bgrf:67.15	fra	14367	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20036_Arnaud_Julie	FRA20036	NA	Julie ou l’heureux repentir, anecdote historique par M. d’Arnaud: MiMoText edition	NA	NA	M	viaf:95165197;wikidata:Q548610	1767	1767	NA	1773	NA	bgrf:67.16	fra	17121	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20068_Beaumont_Clarice	FRA20068	Leprince de Beaumont, Jeanne-Marie	La nouvelle Clarice, histoire véritable : MiMoText edition	1711	1780	F	viaf:31999252;wikidata:Q466788	1767	1767	2013	1767	NA	bgrf:67.36	fra	130313	NA	NA	long	unspecified	T0
ELTeC-fra-ext2	FRA20034_Arnaud_Lucie	FRA20034	NA	Lucie et Mélanie ou les deux sœurs généreuses: MiMoText edition	NA	NA	M	viaf:95165197;wikidata:Q548610	1767	1767	NA	1773	NA	bgrf:67.17	fra	13017	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20032_Voltaire_Princesse	FRA20032	NA	La Princesse de Babylone: MiMoText edition	NA	NA	M	viaf:36925746;wikidata:Q9068	1768	1768	NA	1877	NA	bgrf:68.56 wikidata:Q3211934	fra	27224	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20031_Voltaire_Homme	FRA20031	NA	L’Homme aux quarante écus: MiMoText edition	NA	NA	M	viaf:36925746;wikidata:Q9068	1768	1768	NA	1877	NA	bgrf:68.55 wikidata:Q3203608	fra	26582	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20029_BarbeMarbois_Parisienne	FRA20029	NA	La Parisienne en province, ouvrage national, par M....	NA	NA	M	viaf:9958036;wikidata:Q708732	1769	1769	NA	1769	NA	bgrf:69.14	fra	28964	NA	NA	short	unspecified	T0
ELTeC-fra-ext2	FRA20083_Barthe_Femme	FRA20083	NA	La jolie femme ou la femme du jour	NA	NA	M	viaf:74001996;wikidata:Q3340819	1769	1769	NA	1769	NA	bgrf:69.15	fra	62780	NA	NA	medium	unspecified	T0
ELTeC-fra-ext2	FRA20013_Crebillon_Atheniennes	FRA20013	Claude Prosper Jolyot de Crébillon	Lettres athéniennes extraites du porte-feuille d'Alcibiade: MiMoText edition	1707	1777	M	viaf:24600044;wikidata:Q733161	1771	1771	NA	1771	NA	bgrf:71.23	fra	180995	NA	NA	long	unspecified	T0
